Customer_ID,Age,Gender,City,Occupation,Monthly_Income,Account_Type,Account_Tenure_Years,Avg_Monthly_Balance,Credit_Score,Number_of_Transactions,Last_Transaction_Days_Ago,Internet_Banking_Active,Mobile_App_Login_Freq,UPI_Transactions,Loan_Applied,Loan_Status,Complaint_Count,Customer_Service_Calls,Debit_Card_Usage,Credit_Card_Utilization,Reward_Points_Used,FD_Investment,Insurance_Product,Salary_Account,Relationship_Manager_Assigned,Competitor_Bank_Usage,Cashback_Offer_Response,Avg_UPI_Spend,Financial_Stress_Score,Digital_Engagement_Score,Product_Holding_Count,Estimated_Churn_Risk,Churn_Status,Retention_Recommendation
100034,42,Female,Bangalore      ,Salaried  ,56124,Current,14,47724,685,64,96,No ,9,27,Yes,Approved,1,1,Medium,44.22,554,No ,No             ,No ,No ,No ,Accepted,7512.23,31,15,1,35,No             ,Cross-sell FD and insurance     
100035,32,Male  ,Kolkata        ,Student   ,34995,Savings,7,13036,664,26,91,No ,22,66,Yes,Approved,1,1,High  ,75.53,685,No ,Yes            ,Yes,Yes,Yes,Rejected,14244.67,48,36,3,25,No             ,Loyalty rewards program         
100036,44,Male  ,Pune           ,Retired   ,67383,Current,1,45371,699,50,83,Yes,0,23,Yes,Rejected,2,3,High  ,50.31,82,Yes,Yes            ,Yes,Yes,Yes,Rejected,13767.97,37,7,4,60,Yes            ,Send cashback offers            
100037,37,Male  ,Pune           ,Government,31771,Salary ,10,46525,798,83,12,Yes,18,37,No ,No Loan ,5,5,Low   ,14.39,657,No ,No             ,No ,No ,Yes,Ignored ,6384.26,51,24,0,25,No             ,Assign priority customer support
100038,49,Male  ,Delhi          ,Freelancer,93226,Current,7,37587,653,72,103,No ,0,36,Yes,Approved,1,2,Medium,85.22,0,No ,No             ,Yes,No ,Yes,Ignored ,14856.09,36,12,2,40,No             ,Send cashback offers            
100039,33,Male  ,Hyderabad      ,Retired   ,97454,Salary ,13,59227,555,41,39,Yes,30,21,Yes,Approved,1,2,Low   ,72.69,0,Yes,Yes            ,Yes,Yes,Yes,Accepted,10226.74,25,27,4,10,No             ,Loyalty rewards program         
100040,32,Male  ,Bangalore      ,Business  ,79076,Savings,7,500,694,91,25,Yes,4,33,Yes,Approved,2,4,Low   ,53.58,240,No ,Yes            ,Yes,No ,Yes,Rejected,11397.75,59,13,3,20,No             ,Offer zero-balance upgrade      
100041,37,Female,Chennai        ,Retired   ,51725,Salary ,8,37386,570,63,13,Yes,11,4,Yes,Pending ,2,2,Low   ,50.52,220,No ,No             ,Yes,No ,Yes,Ignored ,1307.59,41,8,2,10,No             ,Loyalty rewards program         
100042,33,Female,Mumbai         ,Student   ,87687,Salary ,3,41076,741,71,91,Yes,0,43,No ,No Loan ,2,4,High  ,83.72,605,Yes,No             ,No ,No ,Yes,Rejected,3506.51,39,14,1,50,Yes            ,Send cashback offers            
100044,52,Male  ,Chennai        ,Government,77260,Savings,1,21886,630,8,90,Yes,17,75,No ,No Loan ,2,2,High  ,37.51,791,No ,No             ,Yes,No ,Yes,Ignored ,11615.06,49,36,1,35,No             ,Cross-sell FD and insurance     
100045,40,Male  ,Mumbai         ,Government,63356,Savings,6,52925,765,49,101,Yes,0,68,No ,No Loan ,2,5,High  ,27.03,615,No ,No             ,No ,Yes,No ,Ignored ,11439.26,33,22,0,50,Yes            ,Send cashback offers            
100046,23,Female,Chennai        ,Retired   ,48750,Salary ,8,68116,810,48,46,Yes,15,67,Yes,Rejected,1,4,Low   ,51.79,432,Yes,Yes            ,Yes,No ,No ,Ignored ,13626.5,20,32,4,20,No             ,Provide secured loan offer      
100048,26,Male  ,Mumbai         ,Government,107542,Salary ,9,81494,734,58,50,Yes,13,60,No ,No Loan ,2,5,Medium,56.55,350,Yes,Yes            ,No ,Yes,Yes,Ignored ,5119.75,19,28,2,0,No             ,Loyalty rewards program         
100049,28,Female,Pune           ,Freelancer,97931,Current,13,58560,649,67,51,No ,0,58,Yes,Approved,2,4,Low   ,12.61,452,No ,No             ,No ,No ,No ,Accepted,6635.37,30,19,1,25,No             ,Send cashback offers            
100050,54,Male  ,Hyderabad      ,Retired   ,91967,Savings,2,38844,704,56,115,Yes,19,51,No ,No Loan ,0,0,Low   ,49.59,277,No ,No             ,No ,No ,Yes,Accepted,6735.05,30,29,0,35,No             ,Cross-sell FD and insurance     
100052,63,Male  ,Bhopal         ,Retired   ,86176,Current,5,76675,709,59,56,Yes,17,55,Yes,Approved,0,0,Low   ,12.91,90,No ,No             ,No ,No ,No ,Accepted,8743.67,11,29,1,10,No             ,Cross-sell FD and insurance     
100053,63,Male  ,Kolkata        ,Salaried  ,80731,Salary ,2,52836,653,3,23,No ,2,47,Yes,Rejected,2,5,Low   ,91.88,251,Yes,Yes            ,Yes,No ,No ,Accepted,9049.08,33,17,4,35,No             ,Send cashback offers            
100054,51,Male  ,Chennai        ,Salaried  ,37760,Current,5,88933,716,7,66,Yes,17,33,No ,No Loan ,5,6,High  ,88.68,625,Yes,Yes            ,No ,No ,No ,Rejected,5889.52,30,22,2,40,No             ,Assign priority customer support
100055,45,Female,Kolkata        ,Government,61528,Salary ,1,20831,634,18,44,Yes,10,30,No ,No Loan ,0,1,High  ,42.28,963,No ,Yes            ,Yes,No ,Yes,Rejected,12213.49,39,16,2,0,No             ,Loyalty rewards program         
100056,64,Male  ,Bangalore      ,Business  ,83973,Savings,9,48435,734,21,68,Yes,22,31,No ,No Loan ,0,0,Medium,62.47,912,No ,Yes            ,No ,No ,Yes,Rejected,12905.3,25,25,1,35,No             ,Cross-sell FD and insurance     
100057,59,Male  ,Hyderabad      ,Business  ,71952,Savings,13,22562,609,27,113,Yes,0,43,No ,No Loan ,3,6,Medium,10.22,417,No ,No             ,No ,Yes,Yes,Ignored ,11006.18,53,14,0,65,Yes            ,Send cashback offers            
100058,56,Male  ,Hyderabad      ,Business  ,110489,Salary ,2,15154,714,33,55,Yes,13,11,Yes,Rejected,2,2,Medium,25.17,134,Yes,Yes            ,No ,No ,No ,Rejected,10895.3,52,12,3,20,No             ,Provide secured loan offer      
100059,31,Female,Hyderabad      ,Retired   ,46498,Current,7,71278,780,34,68,Yes,14,67,Yes,Approved,1,4,High  ,44.1,828,No ,No             ,Yes,Yes,No ,Accepted,6907.19,19,31,2,25,No             ,Loyalty rewards program         
100060,42,Male  ,Bangalore      ,Student   ,82374,Current,2,98396,696,5,22,Yes,4,46,Yes,Rejected,0,2,Low   ,74.16,318,No ,No             ,Yes,No ,No ,Accepted,12646.3,0,18,2,20,No             ,Provide secured loan offer      
100062,32,Male  ,Pune           ,Salaried  ,54035,Current,8,74989,769,80,67,Yes,12,21,No ,No Loan ,0,0,Medium,11.95,291,No ,No             ,No ,No ,No ,Rejected,14296.68,12,15,0,35,No             ,Cross-sell FD and insurance     
100063,26,Male  ,Delhi          ,Retired   ,51405,Salary ,9,16013,660,52,21,Yes,10,45,Yes,Approved,2,3,Medium,82.37,558,No ,Yes            ,Yes,Yes,Yes,Rejected,14756.82,51,21,3,0,No             ,Loyalty rewards program         
100064,39,Male  ,Hyderabad      ,Retired   ,47271,Savings,7,65633,740,37,4,Yes,11,9,Yes,Pending ,1,1,Medium,63.03,0,No ,Yes            ,Yes,No ,Yes,Ignored ,7272.03,22,10,3,0,No             ,Loyalty rewards program         
100066,41,Male  ,Chennai        ,Government,72286,Savings,9,18079,676,32,29,Yes,24,41,No ,No Loan ,1,4,Low   ,64.16,585,Yes,No             ,Yes,No ,No ,Accepted,1174.06,45,29,2,0,No             ,Loyalty rewards program         
100067,44,Female,Delhi          ,Government,72482,Salary ,3,15925,738,70,110,Yes,1,0,Yes,Approved,2,3,Medium,42.46,727,No ,No             ,No ,Yes,No ,Accepted,13812.43,52,0,1,50,Yes            ,Send cashback offers            
100068,36,Male  ,Hyderabad      ,Retired   ,78457,Savings,11,72175,534,28,104,Yes,11,0,No ,No Loan ,2,2,Medium,67.46,319,Yes,No             ,Yes,No ,No ,Ignored ,11669.07,23,7,2,35,No             ,Loyalty rewards program         
100071,41,Female,Kolkata        ,Government,37342,Current,10,500,838,70,57,No ,0,1,No ,No Loan ,3,4,Medium,61.3,871,No ,No             ,Yes,Yes,No ,Rejected,12394.45,64,0,1,60,Yes            ,Send cashback offers            
100072,39,Female,Delhi          ,Student   ,36457,Savings,7,34190,580,27,63,Yes,16,44,No ,No Loan ,4,7,High  ,52.17,536,Yes,No             ,No ,No ,Yes,Ignored ,8838.54,52,25,1,60,Yes            ,Assign priority customer support
100073,26,Male  ,Chennai        ,Freelancer,41414,Savings,1,22497,651,18,64,Yes,14,24,No ,No Loan ,1,2,Low   ,86.83,435,Yes,Yes            ,Yes,Yes,Yes,Ignored ,4304.59,43,17,3,25,No             ,Loyalty rewards program         
100074,48,Male  ,Hyderabad      ,Business  ,41148,Current,14,11391,670,28,54,No ,2,58,Yes,Approved,1,4,Medium,12.86,425,No ,No             ,Yes,No ,No ,Ignored ,14695.31,49,20,2,15,No             ,Send cashback offers            
100075,25,Male  ,Mumbai         ,Business  ,36724,Current,3,14867,624,57,49,No ,13,34,No ,No Loan ,1,1,Medium,68.12,358,No ,No             ,Yes,No ,No ,Accepted,6486.6,47,20,1,10,No             ,Cross-sell FD and insurance     
100076,25,Male  ,Hyderabad      ,Salaried  ,53790,Current,3,100300,707,57,88,Yes,26,28,No ,No Loan ,3,6,Medium,31.98,279,No ,No             ,Yes,No ,No ,Ignored ,1071.55,14,26,1,50,Yes            ,Assign priority customer support
100077,23,Female,Bangalore      ,Business  ,41166,Salary ,8,17156,669,14,99,Yes,12,19,Yes,Approved,4,5,High  ,74.39,217,No ,No             ,Yes,No ,Yes,Rejected,4225.88,61,14,2,40,No             ,Assign priority customer support
100078,60,Male  ,Bangalore      ,Government,128591,Savings,7,45484,781,25,4,Yes,13,17,Yes,Approved,2,3,Medium,63.95,102,Yes,No             ,No ,No ,No ,Rejected,11417.78,37,14,2,0,No             ,Loyalty rewards program         
100081,28,Male  ,Bangalore      ,Salaried  ,69489,Salary ,14,47588,746,43,78,Yes,6,34,No ,No Loan ,1,2,High  ,34.84,291,No ,Yes            ,No ,No ,No ,Ignored ,1891.68,31,15,1,35,No             ,Cross-sell FD and insurance     
100082,56,Male  ,Bhopal         ,Retired   ,59413,Current,1,29520,812,7,75,Yes,7,48,No ,No Loan ,0,3,Low   ,82.44,637,No ,Yes            ,Yes,Yes,No ,Accepted,3859.38,35,20,2,25,No             ,Loyalty rewards program         
100083,57,Female,Bangalore      ,Freelancer,107765,Current,3,91655,600,43,73,No ,12,47,Yes,Approved,3,5,Low   ,38.97,372,No ,No             ,Yes,No ,No ,Ignored ,4146.37,19,23,2,40,No             ,Assign priority customer support
100085,53,Male  ,Mumbai         ,Freelancer,26668,Salary ,10,500,700,16,64,Yes,0,37,No ,No Loan ,2,2,Low   ,84.79,732,No ,Yes            ,No ,No ,No ,Accepted,4709.65,59,12,1,70,Yes            ,Send cashback offers            
100086,46,Female,Delhi          ,Student   ,68621,Current,2,21556,632,61,33,Yes,0,0,Yes,Rejected,0,3,Low   ,56.71,348,No ,No             ,No ,No ,No ,Rejected,10887.2,39,0,1,45,Yes            ,Send cashback offers            
100087,47,Male  ,Pune           ,Business  ,86447,Current,5,5688,533,47,81,No ,12,73,No ,No Loan ,1,3,Medium,71.98,583,No ,No             ,No ,No ,Yes,Rejected,12877.68,52,32,0,65,Yes            ,Offer zero-balance upgrade      
100088,35,Male  ,Mumbai         ,Retired   ,56024,Savings,11,46963,662,8,57,Yes,19,33,Yes,No Loan ,2,4,Medium,22.12,322,Yes,Yes            ,No ,No ,No ,Ignored ,6864.62,36,23,3,0,No             ,Loyalty rewards program         
100089,24,Male  ,Chennai        ,Retired   ,84491,Current,1,38620,678,22,88,Yes,14,35,Yes,Approved,1,2,Low   ,43.61,584,No ,No             ,Yes,No ,No ,Accepted,9142.47,35,21,2,25,No             ,Loyalty rewards program         
100091,55,Male  ,Bangalore      ,Government,31947,Savings,12,8544,731,20,24,Yes,0,44,No ,No Loan ,1,1,Low   ,21.25,467,Yes,No             ,Yes,No ,No ,Ignored ,2317.06,50,14,2,35,No             ,Send cashback offers            
100092,39,Male  ,Mumbai         ,Freelancer,42265,Savings,4,40866,637,50,100,Yes,18,16,No ,No Loan ,2,2,Low   ,40.79,534,No ,No             ,No ,No ,No ,Accepted,13407.04,39,17,0,35,No             ,Cross-sell FD and insurance     
100094,35,Male  ,Bhopal         ,Retired   ,75534,Current,5,22184,775,54,1,Yes,13,42,Yes,Approved,0,0,Low   ,71.47,640,No ,No             ,No ,Yes,No ,Ignored ,3709.25,38,22,1,10,No             ,Cross-sell FD and insurance     
100096,48,Female,Delhi          ,Salaried  ,45825,Current,6,8976,761,24,59,Yes,11,20,Yes,No Loan ,1,2,Low   ,80.02,158,No ,No             ,No ,No ,No ,Accepted,13970.22,50,14,1,30,No             ,Offer zero-balance upgrade      
100097,21,Male  ,Kolkata        ,Freelancer,88397,Salary ,11,61860,684,35,44,Yes,16,38,No ,No Loan ,2,5,Low   ,42.95,895,No ,Yes            ,Yes,No ,No ,Accepted,4540.98,29,23,2,0,No             ,Loyalty rewards program         
100098,41,Male  ,Pune           ,Retired   ,121028,Savings,5,27691,665,42,48,Yes,6,54,No ,No Loan ,1,4,Low   ,41.34,272,Yes,No             ,No ,No ,No ,Accepted,4499.99,41,22,1,10,No             ,Cross-sell FD and insurance     
100099,44,Female,Mumbai         ,Freelancer,61305,Current,8,78237,646,61,28,Yes,7,74,No ,No Loan ,1,3,Medium,19.48,359,No ,Yes            ,No ,No ,Yes,Rejected,6123.92,15,29,1,10,No             ,Cross-sell FD and insurance     
100101,52,Male  ,Mumbai         ,Student   ,69805,Current,11,51136,634,68,72,Yes,6,27,No ,No Loan ,4,7,High  ,91.41,389,No ,No             ,No ,Yes,Yes,Ignored ,12723.2,44,13,0,50,Yes            ,Assign priority customer support
100102,39,Female,Pune           ,Retired   ,73142,Current,8,28912,727,67,47,Yes,14,30,Yes,Approved,3,3,Medium,89.1,7,No ,Yes            ,No ,No ,No ,Ignored ,2786.59,50,19,2,15,No             ,Assign priority customer support
100103,51,Female,Delhi          ,Retired   ,64608,Salary ,14,72615,482,48,8,Yes,13,42,No ,No Loan ,2,4,Low   ,91.01,387,Yes,No             ,Yes,Yes,No ,Ignored ,10504.84,23,22,2,10,No             ,Loyalty rewards program         
100104,63,Female,Bangalore      ,Business  ,75647,Salary ,7,40574,756,65,94,Yes,7,15,No ,No Loan ,2,5,High  ,74.9,476,No ,No             ,Yes,Yes,Yes,Rejected,534.63,39,9,1,35,No             ,Cross-sell FD and insurance     
100105,23,Female,Mumbai         ,Business  ,91366,Savings,12,16114,709,51,9,Yes,9,47,No ,No Loan ,2,5,Medium,90.83,437,No ,Yes            ,No ,No ,No ,Rejected,7638.77,51,21,1,10,No             ,Cross-sell FD and insurance     
100107,48,Male  ,Chennai        ,Retired   ,31742,Savings,14,40334,644,59,67,Yes,4,59,Yes,Rejected,2,2,Low   ,13.19,0,Yes,No             ,Yes,No ,No ,Rejected,873.32,39,22,3,45,Yes            ,Provide secured loan offer      
100108,24,Female,Chennai        ,Retired   ,95434,Savings,5,64616,611,56,30,Yes,21,58,No ,No Loan ,1,2,Low   ,38.64,576,No ,No             ,Yes,Yes,No ,Ignored ,7279.83,22,33,1,10,No             ,Cross-sell FD and insurance     
100110,32,Female,Bhopal         ,Government,47265,Savings,1,96285,757,41,100,Yes,0,48,No ,No Loan ,1,4,Low   ,20.57,521,No ,No             ,No ,No ,No ,Ignored ,1865.54,6,16,0,50,Yes            ,Send cashback offers            
100111,55,Female,Mumbai         ,Salaried  ,96197,Current,3,10108,774,39,74,Yes,14,55,No ,No Loan ,1,2,Low   ,31.29,554,Yes,No             ,No ,No ,Yes,Rejected,6233.67,49,27,1,35,No             ,Cross-sell FD and insurance     
100112,26,Male  ,Mumbai         ,Business  ,95443,Current,14,13946,553,16,33,Yes,14,24,No ,No Loan ,2,4,Low   ,42.42,260,No ,No             ,No ,No ,No ,Ignored ,14563.08,53,17,0,20,No             ,Cross-sell FD and insurance     
100113,25,Male  ,Mumbai         ,Retired   ,73501,Salary ,12,85407,683,32,90,No ,0,42,Yes,Rejected,1,3,High  ,32.83,37,Yes,Yes            ,No ,No ,No ,Ignored ,9660.32,12,14,3,60,Yes            ,Send cashback offers            
100114,42,Female,Mumbai         ,Business  ,94747,Current,6,70410,712,22,2,Yes,2,30,No ,No Loan ,3,3,High  ,42.78,417,No ,No             ,No ,Yes,No ,Rejected,13361.85,29,11,0,40,No             ,Send cashback offers            
100115,41,Female,Delhi          ,Student   ,83064,Savings,9,500,754,36,93,Yes,0,46,Yes,Pending ,2,2,Medium,17.77,156,Yes,Yes            ,Yes,No ,No ,Ignored ,8996.73,59,15,4,60,Yes            ,Send cashback offers            
100116,36,Male  ,Delhi          ,Government,75196,Current,3,53575,490,8,46,Yes,9,41,No ,No Loan ,2,3,High  ,41.54,438,No ,No             ,Yes,No ,No ,Ignored ,6471.26,33,19,1,20,No             ,Cross-sell FD and insurance     
100117,56,Female,Hyderabad      ,Government,84161,Savings,2,56149,634,48,92,Yes,10,0,No ,No Loan ,2,3,Low   ,51.74,401,No ,No             ,No ,No ,Yes,Accepted,11226.97,31,6,0,35,No             ,Cross-sell FD and insurance     
100118,23,Male  ,Pune           ,Salaried  ,79265,Current,3,69045,732,42,106,Yes,16,0,Yes,Approved,3,6,Low   ,78.79,542,Yes,No             ,Yes,No ,No ,Accepted,5237.24,30,10,3,40,No             ,Assign priority customer support
100119,36,Female,Mumbai         ,Retired   ,95813,Salary ,3,33615,672,44,73,No ,13,16,No ,No Loan ,0,1,Medium,46.52,0,Yes,No             ,Yes,No ,No ,Ignored ,5378.64,33,14,2,25,No             ,Loyalty rewards program         
100121,27,Male  ,Bhopal         ,Business  ,32570,Savings,10,500,712,50,113,No ,18,41,No ,No Loan ,3,4,Low   ,81.07,839,No ,Yes            ,Yes,No ,No ,Rejected,1227.93,64,25,2,60,Yes            ,Offer zero-balance upgrade      
100123,51,Male  ,Kolkata        ,Business  ,47782,Current,12,43118,743,33,73,Yes,21,43,No ,No Loan ,3,3,Low   ,42.86,170,Yes,Yes            ,Yes,No ,No ,Ignored ,2431.5,43,28,3,40,No             ,Assign priority customer support
100124,62,Male  ,Pune           ,Government,106013,Savings,8,20332,577,19,109,No ,12,27,No ,No Loan ,2,2,Medium,59.7,358,No ,No             ,Yes,No ,Yes,Accepted,10450.15,49,17,1,45,Yes            ,Cross-sell FD and insurance     
100125,33,Female,Pune           ,Student   ,37956,Salary ,11,500,653,57,103,Yes,14,45,Yes,Pending ,4,4,Low   ,32.06,383,No ,Yes            ,No ,No ,No ,Accepted,12398.69,69,24,2,60,Yes            ,Offer zero-balance upgrade      
100126,22,Female,Kolkata        ,Business  ,83596,Savings,13,57698,674,60,74,Yes,14,34,No ,No Loan ,1,1,High  ,21.06,390,Yes,No             ,Yes,Yes,No ,Rejected,179.66,26,20,2,25,No             ,Loyalty rewards program         
100127,23,Female,Pune           ,Salaried  ,61637,Current,5,47479,729,65,25,Yes,11,22,No ,No Loan ,2,2,Medium,88.9,50,No ,Yes            ,Yes,No ,No ,Rejected,14243.09,36,14,2,0,No             ,Loyalty rewards program         
100128,38,Male  ,Bhopal         ,Freelancer,88455,Current,8,29351,759,84,89,Yes,10,8,Yes,Approved,0,3,Medium,78.87,65,No ,Yes            ,No ,Yes,No ,Ignored ,6088.12,35,9,2,25,No             ,Loyalty rewards program         
100129,33,Female,Bhopal         ,Government,55270,Salary ,2,500,625,55,36,No ,11,28,No ,No Loan ,0,2,High  ,61.58,362,No ,Yes            ,No ,No ,Yes,Rejected,547.39,49,16,1,30,No             ,Offer zero-balance upgrade      
100130,62,Male  ,Hyderabad      ,Retired   ,86657,Savings,9,88229,620,68,94,Yes,9,27,Yes,Approved,1,1,High  ,82.47,233,Yes,Yes            ,Yes,Yes,No ,Ignored ,9495.66,10,15,4,25,No             ,Loyalty rewards program         
100131,49,Male  ,Mumbai         ,Salaried  ,60557,Salary ,14,500,758,19,13,Yes,6,41,No ,No Loan ,2,4,High  ,23.26,775,Yes,Yes            ,Yes,Yes,Yes,Accepted,10756.28,59,17,3,20,No             ,Offer zero-balance upgrade      
100133,39,Male  ,Pune           ,Retired   ,107602,Salary ,13,29464,586,98,95,No ,13,33,Yes,Approved,2,4,Medium,33.68,472,No ,No             ,Yes,No ,Yes,Rejected,5128.46,45,19,2,35,No             ,Loyalty rewards program         
